model,year,month,days_in_mo,scenario,gpp_gCm2d,rh_gCm2d,ra_gCm2d,lai_m2_m2
UKESM1-0-LL,2002,3,31,historical,3.3959056896,1.983779424,1.1201497344,2.0971386
UKESM1-0-LL,2002,4,30,historical,5.148292608,2.4845863967999997,1.7292136608000002,2.429935
UKESM1-0-LL,2002,5,31,historical,8.868757824000001,3.7833493824,3.469494816,2.7334776
UKESM1-0-LL,2002,6,30,historical,9.2911487616,3.439157184,4.0139553888,2.8828201
UKESM1-0-LL,2002,7,31,historical,6.3679483584,1.4897215008,3.0604426559999998,2.8650675
UKESM1-0-LL,2002,8,31,historical,5.088197088,1.8554439744,2.5738204032,2.7740211
UKESM1-0-LL,2002,9,30,historical,6.170716512,2.1186773856,2.5880057279999997,2.7701511
UKESM1-0-LL,2002,10,31,historical,3.750287904,1.0020410208,1.69668,2.7382264
UKESM1-0-LL,2002,11,30,historical,1.0965536352,1.131860736,0.44863640639999997,2.5587802
UKESM1-0-LL,2002,12,31,historical,0.28700470368000003,1.1886181056,0.11648830752,2.361089
UKESM1-0-LL,2003,1,31,historical,0.17281498175999999,1.1139227999999999,0.05919396624,2.1857858
UKESM1-0-LL,2003,2,28,historical,0.7825156416000001,1.1861374752,0.26420798592,2.049518
UKESM1-0-LL,2003,3,31,historical,2.609633376,1.8685324511999999,0.8647579872,2.1362863
