model,year,month,days_in_mo,scenario,gpp_gCm2d,rh_gCm2d,ra_gCm2d,lai_m2_m2,date
CESM2,2003,2,28,historical,0.23719415328000001,0.5281879104,0.13284235872,0.3669442,2003-02-01
CESM2,2003,3,31,historical,0.36529016255999996,0.9703519632,0.16546356864,0.36276177,2003-03-01
CESM2,2003,4,30,historical,0.59392169568,1.2160970208,0.23697331488,0.37456402,2003-04-01
CESM2,2003,5,31,historical,3.4574945472,1.2804600095999998,1.2360384,1.182224,2003-05-01
CESM2,2003,6,30,historical,6.02589672,0.9321781536,3.3573650688,2.6043046,2003-06-01
CESM2,2003,7,31,historical,5.5059993216,1.2223325952000001,2.9836353888000002,2.3064473,2003-07-01
CESM2,2003,8,31,historical,2.859701328,1.3015367711999999,1.4882898528,1.3945216,2003-08-01
CESM2,2003,9,30,historical,2.143457856,1.0168125695999999,1.1816031168,1.2891433,2003-09-01
CESM2,2003,10,31,historical,1.7915530752,0.8161541856,1.0012123584,1.2746596,2003-10-01
CESM2,2003,11,30,historical,0.9328207104,0.51701936256,0.55884708864,1.2456112,2003-11-01
CESM2,2003,12,31,historical,0.40087450368,0.23548711392000002,0.33298960896,1.2080758,2003-12-01
CESM2,2004,1,31,historical,0.165763584,0.1281359088,0.14369342112,0.475698,2004-01-01
CESM2,2004,2,29,historical,0.23681121984,0.413556408,0.1303004016,0.39300933,2004-02-01
CESM2,2004,3,31,historical,0.34978887936,0.7076696976000001,0.1593490752,0.38930044,2004-03-01
CESM2,2004,4,30,historical,0.60253327008,0.9627457824,0.24184051199999998,0.3975767,2004-04-01
CESM2,2004,5,31,historical,3.179914416,1.0277705088,1.1062062432,1.2151728,2004-05-01
CESM2,2004,6,30,historical,7.6792752,1.1056169088,3.9625758144,3.1154926,2004-06-01
CESM2,2004,7,31,historical,6.775008048,0.9477248831999999,3.9085816032,3.0130627,2004-07-01
CESM2,2004,8,31,historical,4.548251088,0.8529633503999999,2.5743966912,2.2092276,2004-08-01
CESM2,2004,9,30,historical,3.2275543392,0.7081107264,2.152105632,1.8860894,2004-09-01
CESM2,2004,10,31,historical,1.6272911232,0.43495285823999996,1.1096954208,1.5236908,2004-10-01
CESM2,2004,11,30,historical,0.28367760384,0.5830726464,0.18644131584,0.4795018,2004-11-01
CESM2,2004,12,31,historical,0.442313568,0.183005352,0.3885471936,2.2227178,2004-12-01
CESM2,2005,1,31,historical,0.15117510816,0.17954773632,0.12774713472,0.7479191,2005-01-01
CESM2,2005,2,28,historical,0.29851474752,0.6464314080000001,0.18223392959999998,0.42041487,2005-02-01
CESM2,2005,3,31,historical,0.3620236032,0.8414402256000001,0.22549133376,0.41598698,2005-03-01
CESM2,2005,4,30,historical,0.6654584159999999,1.217972592,0.3628947744,0.43943295,2005-04-01
CESM2,2005,5,31,historical,3.7210800384,1.2843074448,1.6224678432,1.3753065,2005-05-01
CESM2,2005,6,30,historical,5.59184688,0.7678725696,3.5606996928,2.7606752,2005-06-01
CESM2,2005,7,31,historical,2.6511868512,0.26265456576,1.6853692032,2.1333551,2005-07-01
CESM2,2005,8,31,historical,0.9902294928,1.4124373056000001,0.5151412512,0.69207925,2005-08-01
CESM2,2005,9,30,historical,1.7543127744,0.7090298495999999,1.1951648928,1.3172109,2005-09-01
CESM2,2005,10,31,historical,1.6881935328,0.8736010704,1.1224243008,1.3546896,2005-10-01
CESM2,2005,11,30,historical,0.7617900096,0.5879030112,0.48450387168,1.328974,2005-11-01
CESM2,2005,12,31,historical,0.26510862815999997,0.10254171456,0.23028249024,1.0195394,2005-12-01
CESM2,2006,1,31,historical,0.10897619039999999,0.030039918336,0.09960467616,0.39686757,2006-01-01
CESM2,2006,2,28,historical,0.205579728,0.3031010496,0.1251738576,0.39080983,2006-02-01
CESM2,2006,3,31,historical,0.35490147839999997,0.7981098047999999,0.15154589376,0.3847398,2006-03-01
CESM2,2006,4,30,historical,0.55340562528,1.2175558847999999,0.23339311487999997,0.38298565,2006-04-01
CESM2,2006,5,31,historical,3.1052425248,1.3522730112,1.1494829664000001,1.0996315,2006-05-01
CESM2,2006,6,30,historical,5.434160832,0.9735043104,2.878615584,2.2268724,2006-06-01
CESM2,2006,7,31,historical,4.1316438528,0.8362179072,2.273093712,2.3366961,2006-07-01
CESM2,2006,8,31,historical,2.3722825536,1.263208608,1.181184768,1.2509453,2006-08-01
CESM2,2006,9,30,historical,1.7602468992,0.53386494336,0.9530297568,1.116316,2006-09-01
CESM2,2006,10,31,historical,1.1844756576,0.28401690528,0.7760019024,0.97873485,2006-10-01
CESM2,2006,11,30,historical,0.22160475936000001,0.2705077728,0.14825026944,0.43342078,2006-11-01
CESM2,2006,12,31,historical,0.17396131968,0.139314168,0.17924886144000002,1.4173588,2006-12-01
CESM2,2007,1,31,historical,0.15636125952,0.07729216128000001,0.1293293952,0.60451907,2007-01-01
CESM2,2007,2,28,historical,0.2426949648,0.58090982112,0.1365806448,0.40017518,2007-02-01
CESM2,2007,3,31,historical,0.442387008,1.0894932,0.18714907872,0.39574605,2007-03-01
CESM2,2007,4,30,historical,0.6744847968,1.2808004256,0.2658967776,0.4366463,2007-04-01
CESM2,2007,5,31,historical,3.3726373056,1.1566876032,1.3199772096,1.1859113,2007-05-01
CESM2,2007,6,30,historical,5.1227842176,1.0728057312000001,2.7793774079999998,2.144217,2007-06-01
CESM2,2007,7,31,historical,4.2915625632,0.709102512,2.553402528,2.0549374,2007-07-01
CESM2,2007,8,31,historical,2.148803424,0.6742241280000001,1.111237488,1.1918045,2007-08-01
CESM2,2007,9,30,historical,1.1485472544,0.60628836096,0.7226066592,0.80859053,2007-09-01
CESM2,2007,10,31,historical,0.3906806688,0.57824112384,0.23764967135999998,0.47132576,2007-10-01
CESM2,2007,11,30,historical,0.7037224704,0.55882701792,0.48032606016,1.3181825,2007-11-01
CESM2,2007,12,31,historical,0.43913104991999996,0.21956955552,0.3861273024,1.4075803,2007-12-01
CESM2,2008,1,31,historical,0.165423168,0.13298655168,0.12966676128000001,0.43686983,2008-01-01
CESM2,2008,2,29,historical,0.30835219968,0.517333608,0.1611009216,0.40974268,2008-02-01
CESM2,2008,3,31,historical,0.456369768,0.9738150047999999,0.21048531263999998,0.40555298,2008-03-01
CESM2,2008,4,30,historical,0.8909548127999999,0.9404995104,0.3662040672,0.48984253,2008-04-01
CESM2,2008,5,31,historical,3.5449854336,1.1236822416,1.5096431808000002,1.3474603,2008-05-01
CESM2,2008,6,30,historical,4.781696976,1.1994111072,2.7539040960000003,2.2776814,2008-06-01
CESM2,2008,7,31,historical,3.6220000608,1.1097273888,1.6639284384000002,1.638229,2008-07-01
CESM2,2008,8,31,historical,2.0648108736,1.140362496,0.951156648,1.0302547,2008-08-01
CESM2,2008,9,30,historical,1.8045545472000002,0.9990512352,0.8934881472,0.9983212,2008-09-01
CESM2,2008,10,31,historical,1.1719890432,0.4387268448,0.6541298208,0.9907964,2008-10-01
CESM2,2008,11,30,historical,0.7369225344,0.31201733088,0.44478581759999997,0.9685526,2008-11-01
CESM2,2008,12,31,historical,0.21141212544000001,0.06813878976,0.19191168,0.7606125,2008-12-01
CESM2,2009,1,31,historical,0.12822268032,0.024998927615999998,0.11219624928000001,0.42377716,2009-01-01
CESM2,2009,2,28,historical,0.29438724672,0.3683930976,0.1584238176,0.41908038,2009-02-01
CESM2,2009,3,31,historical,0.44965467360000005,0.7500069504,0.22271274432,0.41454858,2009-03-01
CESM2,2009,4,30,historical,0.8843241312,0.8658536256,0.34729756128,0.46617672,2009-04-01
CESM2,2009,5,31,historical,3.9595446432,0.7390655136,1.9294807392,1.7253584,2009-05-01
CESM2,2009,6,30,historical,4.5697587264,0.47383418879999994,2.5939773504,2.5761602,2009-06-01
CESM2,2009,7,31,historical,4.3502230656,0.6800156928,2.2089119904000003,2.205756,2009-07-01
CESM2,2009,8,31,historical,3.0894003071999996,0.6436901088,1.8931520448,1.6297239,2009-08-01
CESM2,2009,9,30,historical,1.3165858368,0.4384665216,0.9123190272,1.0463862,2009-09-01
CESM2,2009,10,31,historical,0.30363926112,0.29317270464,0.2187151632,0.43597674,2009-10-01
CESM2,2009,11,30,historical,0.22537916064,0.32221823328000004,0.15649320960000002,0.420628,2009-11-01
CESM2,2009,12,31,historical,0.07828862112,0.0140553144,0.09251360351999999,0.4176094,2009-12-01
CESM2,2010,1,31,historical,0.063980907264,0.006613629696,0.080316035136,0.41212353,2010-01-01
CESM2,2010,2,28,historical,0.23094290592,0.21709557792,0.13215141792000001,0.40528977,2010-02-01
CESM2,2010,3,31,historical,0.49985887968,0.8602194816,0.21046568255999998,0.39887106,2010-03-01
CESM2,2010,4,30,historical,0.7932040128,0.9625982112000001,0.30002114879999997,0.44003776,2010-04-01
CESM2,2010,5,31,historical,4.708526112,0.9816317856000001,1.979874576,1.9694232,2010-05-01
CESM2,2010,6,30,historical,6.9511823999999995,0.8941383936,4.24010376,3.0452213,2010-06-01
CESM2,2010,7,31,historical,5.292781056000001,0.8607196512,3.1863859488000004,2.5625613,2010-07-01
CESM2,2010,8,31,historical,3.7699268832,0.9172505664,2.3618408544,1.9708831,2010-08-01
CESM2,2010,9,30,historical,2.963284992,0.676899072,1.990007136,1.7442538,2010-09-01
CESM2,2010,10,31,historical,1.185478416,0.5265557884800001,0.8116168896,1.1231842,2010-10-01
CESM2,2010,11,30,historical,0.26691173568000004,0.60933311424,0.16344455616,0.4189308,2010-11-01
CESM2,2010,12,31,historical,0.18929617056,0.39964466880000005,0.13899998304,0.418419,2010-12-01
CESM2,2011,1,31,historical,0.16285848768,0.3288966768,0.12518468352,0.41564834,2011-01-01
CESM2,2011,2,28,historical,0.32780227392,0.6668093664000001,0.16783111007999998,0.4115239,2011-02-01
CESM2,2011,3,31,historical,0.4766421024,0.7333046208,0.2018164896,0.40807077,2011-03-01
CESM2,2011,4,30,historical,0.9290549231999999,0.9099797040000001,0.34842377664,0.48777464,2011-04-01
CESM2,2011,5,31,historical,6.08163552,0.7464784608,2.720961936,2.6615298,2011-05-01
CESM2,2011,6,30,historical,8.018992224,0.57072369312,4.9344286752,3.680003,2011-06-01
CESM2,2011,7,31,historical,6.218924256,0.5364458496,4.0137908831999995,3.2288165,2011-07-01
CESM2,2011,8,31,historical,3.6186901632,0.6366149856000001,2.4541282368,2.3976493,2011-08-01
CESM2,2011,9,30,historical,0.7423017552,0.7977271392,0.55575939456,0.66963536,2011-09-01
CESM2,2011,10,31,historical,1.8911664000000001,0.4028892048,1.4751602496,2.458507,2011-10-01
CESM2,2011,11,30,historical,0.34207162271999997,0.3345913008,0.28456840512,0.6111378,2011-11-01
CESM2,2011,12,31,historical,0.18012674592000003,0.24236178911999998,0.14741668223999999,0.43076807,2011-12-01
CESM2,2012,1,31,historical,0.1934559072,0.28955284704,0.15020682336,0.42670348,2012-01-01
CESM2,2012,2,29,historical,0.1919251584,0.25379130816,0.13294183967999998,0.42129996,2012-02-01
CESM2,2012,3,31,historical,0.46570148640000003,0.9910689119999999,0.28406439072,0.41540372,2012-03-01
CESM2,2012,4,30,historical,1.1360756736,1.2999232512,0.58282360704,0.6339825,2012-04-01
CESM2,2012,5,31,historical,5.300435664,1.4830176384,2.7522135936,2.1308308,2012-05-01
CESM2,2012,6,30,historical,7.4703850560000005,1.2107483424,4.646391552,2.8430254,2012-06-01
CESM2,2012,7,31,historical,5.852863008,0.8539659359999999,3.8176527744,2.5416236,2012-07-01
CESM2,2012,8,31,historical,2.562474096,0.46512178559999995,1.7520310367999998,1.6198624,2012-08-01
CESM2,2012,9,30,historical,0.32924580191999997,0.36055649664,0.2613978,0.43694413,2012-09-01
CESM2,2012,10,31,historical,0.3396446208,0.31490738496000004,0.22163873184,0.42825562,2012-10-01
CESM2,2012,11,30,historical,0.23877535104000003,0.4725739584,0.15587660736,0.41090378,2012-11-01
CESM2,2012,12,31,historical,0.4678769952,0.43036369632,0.35101363392,1.3995233,2012-12-01
CESM2,2013,1,31,historical,0.22054405248,0.10574949600000001,0.19157427072000002,0.9042711,2013-01-01
CESM2,2013,2,28,historical,0.27795405312,0.7924525056,0.16921904832,0.3969161,2013-02-01
CESM2,2013,3,31,historical,0.46021824,1.1859512832,0.27494924256,0.39133012,2013-03-01
CESM2,2013,4,30,historical,0.7019152416,1.4198842944,0.268723008,0.44362262,2013-04-01
CESM2,2013,5,31,historical,3.5891598528,1.5976122912,1.5012864864,1.3223693,2013-05-01
CESM2,2013,6,30,historical,5.828690016,1.5243750719999998,3.1484662848,2.2199323,2013-06-01
CESM2,2013,7,31,historical,5.264250048,1.5225299136000001,2.8564614144,2.1567469,2013-07-01
CESM2,2013,8,31,historical,2.88453744,1.255540608,1.2985822368,1.4338404,2013-08-01
CESM2,2013,9,30,historical,1.963678464,0.9654405984000001,1.0519250112,1.1646409,2013-09-01
CESM2,2013,10,31,historical,1.4633633663999999,0.50345692128,0.8457103296,1.1573251,2013-10-01
CESM2,2013,11,30,historical,0.965384352,0.3663522432,0.6548141088,1.1396265,2013-11-01
CESM2,2013,12,31,historical,0.37103930496000004,0.3165226848,0.281722752,1.1287729,2013-12-01
CESM2,2014,1,31,historical,0.25075490112000004,0.25494657119999997,0.2017940256,0.71276796,2014-01-01
CESM2,2014,2,28,historical,0.25905187584,0.41664202848,0.14336756352000002,0.4225557,2014-02-01
CESM2,2014,3,31,historical,0.4215146256,0.8329261536,0.20206503648,0.41876757,2014-03-01
CESM2,2014,4,30,historical,1.0099260576,1.0290703968,0.46268723232,0.6472249,2014-04-01
CESM2,2014,5,31,historical,6.1652232,1.1809887264,2.6829007488000003,2.3358538,2014-05-01
CESM2,2014,6,30,historical,7.061824511999999,0.7351553088,4.3276113216,2.9246736,2014-06-01
CESM2,2014,7,31,historical,4.897397376,0.5100787728,3.0681151488,2.3061967,2014-07-01
CESM2,2014,8,31,historical,1.3140651168,0.8957331648,0.7559639712,0.9180039,2014-08-01
CESM2,2014,9,30,historical,2.1338911296000003,0.7202570976,1.4743038528,1.6528617,2014-09-01
CESM2,2014,10,31,historical,2.2471924608,0.49373705951999997,1.6174804032,2.1282525,2014-10-01
CESM2,2014,11,30,historical,0.5385600835200001,0.277617888,0.3684347424,0.8204214,2014-11-01
CESM2,2014,12,31,historical,0.18388768608,0.29918621376,0.15019540128,0.43277985,2014-12-01
CESM2,2015,1,31,ssp370,0.10785682656,NA,NA,0.47469497,2015-01-01
CESM2,2015,2,28,ssp370,0.29551094784,NA,NA,0.47023728,2015-02-01
CESM2,2015,3,31,ssp370,0.46852596288000004,NA,NA,0.46534932,2015-03-01
CESM2,2015,4,30,ssp370,0.8065201536000001,NA,NA,0.4925479,2015-04-01
CESM2,2015,5,31,ssp370,4.3778140416,NA,NA,1.8621762,2015-05-01
CESM2,2015,6,30,ssp370,7.225550784,NA,NA,2.8171787,2015-06-01
CESM2,2015,7,31,ssp370,5.955859584000001,NA,NA,2.594961,2015-07-01
CESM2,2015,8,31,ssp370,3.9769339392,NA,NA,1.8042988,2015-08-01
CESM2,2015,9,30,ssp370,2.7618543648000005,NA,NA,1.6316401,2015-09-01
CESM2,2015,10,31,ssp370,2.0953906848,NA,NA,1.6091368,2015-10-01
CESM2,2015,11,30,ssp370,1.1364052896,NA,NA,1.5804502,2015-11-01
CESM2,2015,12,31,ssp370,0.4669271568,NA,NA,1.5512689,2015-12-01
CESM2,2016,1,31,ssp370,0.15990759936,NA,NA,0.62735516,2016-01-01
CESM2,2016,2,29,ssp370,0.25788901824,NA,NA,0.50476706,2016-02-01
CESM2,2016,3,31,ssp370,0.537685344,NA,NA,0.49921557,2016-03-01
CESM2,2016,4,30,ssp370,0.7175382624,NA,NA,0.5160534,2016-04-01
CESM2,2016,5,31,ssp370,6.006883104,NA,NA,2.4824905,2016-05-01
CESM2,2016,6,30,ssp370,8.68920048,NA,NA,3.6939557,2016-06-01
CESM2,2016,7,31,ssp370,6.671290464,NA,NA,3.3983169,2016-07-01
CESM2,2016,8,31,ssp370,3.7690176959999997,NA,NA,2.6344318,2016-08-01
CESM2,2016,9,30,ssp370,0.54910346688,NA,NA,0.73973644,2016-09-01
CESM2,2016,10,31,ssp370,1.4803293024,NA,NA,2.062071,2016-10-01
CESM2,2016,11,30,ssp370,1.3750703424000001,NA,NA,2.9893787,2016-11-01
CESM2,2016,12,31,ssp370,0.6713471808000001,NA,NA,2.7828004,2016-12-01
CESM2,2017,1,31,ssp370,0.20960824896,NA,NA,0.5543982,2017-01-01
CESM2,2017,2,28,ssp370,0.33076223424,NA,NA,0.49605334,2017-02-01
CESM2,2017,3,31,ssp370,0.49874712768,NA,NA,0.48882332,2017-03-01
CESM2,2017,4,30,ssp370,0.6867963648,NA,NA,0.49150056,2017-04-01
CESM2,2017,5,31,ssp370,4.0442692608,NA,NA,1.5287712,2017-05-01
CESM2,2017,6,30,ssp370,7.059996288,NA,NA,2.910728,2017-06-01
CESM2,2017,7,31,ssp370,5.495674608,NA,NA,2.6265378,2017-07-01
CESM2,2017,8,31,ssp370,2.4044447808,NA,NA,1.6836087,2017-08-01
CESM2,2017,9,30,ssp370,1.0257770448,NA,NA,0.8165428,2017-09-01
CESM2,2017,10,31,ssp370,1.7579748384,NA,NA,1.8839504,2017-10-01
CESM2,2017,11,30,ssp370,0.8869408416,NA,NA,1.911414,2017-11-01
CESM2,2017,12,31,ssp370,0.3771133632,NA,NA,1.2615162,2017-12-01
CESM2,2018,1,31,ssp370,0.13962475008,NA,NA,0.47126392,2018-01-01
CESM2,2018,2,28,ssp370,0.30779834112,NA,NA,0.46469128,2018-02-01
CESM2,2018,3,31,ssp370,0.5344005024,NA,NA,0.45870715,2018-03-01
CESM2,2018,4,30,ssp370,0.845706096,NA,NA,0.4968049,2018-04-01
CESM2,2018,5,31,ssp370,3.780054432,NA,NA,1.5208364,2018-05-01
CESM2,2018,6,30,ssp370,5.5995969599999995,NA,NA,2.4673781,2018-06-01
CESM2,2018,7,31,ssp370,5.0446642752,NA,NA,2.172903,2018-07-01
CESM2,2018,8,31,ssp370,2.9510156735999997,NA,NA,1.512993,2018-08-01
CESM2,2018,9,30,ssp370,2.0339542368,NA,NA,1.3685588,2018-09-01
CESM2,2018,10,31,ssp370,0.7221998448,NA,NA,0.76950437,2018-10-01
CESM2,2018,11,30,ssp370,0.26887927104,NA,NA,0.4864174,2018-11-01
CESM2,2018,12,31,ssp370,0.15135034464,NA,NA,0.484637,2018-12-01
CESM2,2019,1,31,ssp370,0.15952099392,NA,NA,0.47915125,2019-01-01
CESM2,2019,2,28,ssp370,0.26573045759999997,NA,NA,0.4729077,2019-02-01
CESM2,2019,3,31,ssp370,0.4019177664,NA,NA,0.46662056,2019-03-01
CESM2,2019,4,30,ssp370,0.7236506649600001,NA,NA,0.48147056,2019-04-01
CESM2,2019,5,31,ssp370,5.011183584,NA,NA,2.004592,2019-05-01
CESM2,2019,6,30,ssp370,8.052194016,NA,NA,3.0147402,2019-06-01
CESM2,2019,7,31,ssp370,5.807430432,NA,NA,2.7709322,2019-07-01
CESM2,2019,8,31,ssp370,1.3830872256,NA,NA,0.9209564,2019-08-01
CESM2,2019,9,30,ssp370,2.7802128959999997,NA,NA,2.1734247,2019-09-01
CESM2,2019,10,31,ssp370,2.3469537024,NA,NA,2.3364425,2019-10-01
CESM2,2019,11,30,ssp370,0.39730431744,NA,NA,0.70841116,2019-11-01
CESM2,2019,12,31,ssp370,0.24831263232,NA,NA,0.8295721,2019-12-01
CESM2,2020,1,31,ssp370,0.17590873248,NA,NA,1.3531877,2020-01-01
CESM2,2020,2,29,ssp370,0.24244546752,NA,NA,0.47144222,2020-02-01
CESM2,2020,3,31,ssp370,0.56153470752,NA,NA,0.46478066,2020-03-01
CESM2,2020,4,30,ssp370,0.83675096064,NA,NA,0.51132935,2020-04-01
CESM2,2020,5,31,ssp370,3.6664740287999997,NA,NA,1.4671992,2020-05-01
CESM2,2020,6,30,ssp370,4.5676840896,NA,NA,2.2258887,2020-06-01
CESM2,2020,7,31,ssp370,3.5009497728000003,NA,NA,1.8106678,2020-07-01
CESM2,2020,8,31,ssp370,2.3153797728,NA,NA,1.1851308,2020-08-01
CESM2,2020,9,30,ssp370,1.9374459551999998,NA,NA,1.1046089,2020-09-01
CESM2,2020,10,31,ssp370,1.4036733216,NA,NA,1.0936205,2020-10-01
CESM2,2020,11,30,ssp370,0.7740601056,NA,NA,1.0613185,2020-11-01
CESM2,2020,12,31,ssp370,0.43921592064000003,NA,NA,1.0428104,2020-12-01
CESM2,2021,1,31,ssp370,0.19754783712000001,NA,NA,0.7172334,2021-01-01
CESM2,2021,2,28,ssp370,0.27422670528000004,NA,NA,0.47631156,2021-02-01
CESM2,2021,3,31,ssp370,0.46807179264,NA,NA,0.4713396,2021-03-01
CESM2,2021,4,30,ssp370,0.5939050464,NA,NA,0.47075996,2021-04-01
CESM2,2021,5,31,ssp370,2.1453291072000003,NA,NA,0.8086088,2021-05-01
CESM2,2021,6,30,ssp370,2.635009056,NA,NA,1.4468089,2021-06-01
CESM2,2021,7,31,ssp370,2.700294624,NA,NA,1.5721729,2021-07-01
CESM2,2021,8,31,ssp370,2.9768873759999996,NA,NA,1.5890754,2021-08-01
CESM2,2021,9,30,ssp370,2.0501695296,NA,NA,1.3297498,2021-09-01
CESM2,2021,10,31,ssp370,0.45786689855999996,NA,NA,0.49853432,2021-10-01
CESM2,2021,11,30,ssp370,0.22879202112,NA,NA,0.47782424,2021-11-01
CESM2,2021,12,31,ssp370,0.17090669951999998,NA,NA,0.47588593,2021-12-01
